no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,bank_asset_value,loan_status,total_assets
2,1,0,8300000,20800000,6,667,6800000,0,48800000
4,1,1,6900000,18300000,18,715,7500000,0,23800000
5,1,1,3800000,9100000,18,654,3000000,0,23200000
2,1,0,8000000,17800000,20,549,10800000,1,39500000
4,0,1,9800000,29700000,4,373,10000000,0,54400000
0,0,1,2900000,7200000,16,332,3600000,1,16900000
4,0,0,7900000,31500000,20,534,6400000,1,42500000
3,1,0,4600000,17900000,8,396,2600000,1,27000000
2,0,0,1000000,3700000,18,892,500000,0,6000000
5,0,0,9000000,21300000,14,602,11000000,0,46500000
0,0,1,9400000,36100000,10,615,9100000,0,52400000
5,0,1,7400000,23300000,20,482,6800000,1,48400000
0,0,0,6600000,20100000,16,397,8400000,1,43400000
0,1,0,1300000,3400000,10,464,1400000,1,4900000
0,0,1,1100000,3400000,14,832,1600000,0,7800000
5,0,0,9200000,34800000,12,802,12500000,0,52800000
2,0,0,7000000,23900000,18,628,7200000,0,45200000
4,0,0,5100000,18800000,10,694,4100000,0,25200000
1,1,1,3200000,9300000,20,741,2300000,0,14200000
1,1,1,3700000,10900000,14,748,4100000,0,19700000
5,0,0,3600000,12800000,4,320,2900000,0,18000000
1,0,0,5600000,11700000,10,774,6500000,0,28400000
0,1,1,9500000,32000000,2,500,5600000,0,42500000
4,1,0,1500000,4000000,18,706,1700000,0,7100000
4,1,0,7400000,18300000,10,601,6100000,0,57800000
2,0,0,6000000,17400000,16,806,3500000,0,24100000
0,0,1,3000000,9600000,6,644,3000000,0,15100000
4,0,1,6000000,12900000,14,723,4100000,0,15900000
5,0,1,600000,1500000,12,509,800000,1,3600000
0,0,0,1800000,6600000,4,898,1400000,0,7100000
2,0,1,5500000,12000000,2,567,7000000,0,23400000
1,0,0,1000000,2100000,6,715,1100000,0,5400000
2,1,1,1700000,3500000,10,854,1700000,0,10800000
1,0,1,3400000,12300000,8,523,2600000,1,19100000
1,0,1,9600000,35900000,8,534,5400000,1,74100000
0,1,1,2600000,7600000,18,470,2900000,1,6900000
1,0,0,1600000,3500000,18,619,1500000,0,9600000
0,0,1,4300000,12800000,20,572,6100000,0,21800000
3,0,0,1400000,3500000,16,365,1600000,1,7700000
0,1,0,8000000,18000000,16,791,10600000,0,47600000
4,1,1,5000000,18100000,12,424,6100000,1,21700000
5,0,0,4500000,10200000,12,726,4200000,0,29000000
1,0,0,3400000,9900000,2,736,4500000,0,19300000
5,0,1,5700000,12800000,14,488,5500000,1,27800000
2,1,1,2600000,7600000,10,400,3200000,1,19700000
0,0,1,4500000,12200000,20,311,2400000,1,28900000
2,1,1,5100000,16800000,2,504,4400000,0,26200000
4,1,1,5100000,18600000,20,312,5500000,1,32100000
5,0,1,1700000,6500000,14,587,1500000,0,8500000
1,1,0,5200000,10500000,20,317,5300000,1,30300000
4,1,0,8400000,29000000,2,463,6700000,0,33900000
1,1,1,9000000,34000000,16,842,5800000,0,46100000
4,0,1,3400000,11800000,20,616,2900000,0,18200000
1,1,0,5400000,19400000,8,800,3000000,0,26400000
0,0,1,700000,2100000,12,813,500000,0,3700000
2,0,0,7600000,24800000,12,564,6700000,0,44900000
2,1,0,5000000,14700000,12,837,4800000,0,21100000
5,1,1,2500000,9400000,16,735,1700000,0,11700000
4,1,1,2000000,5200000,16,724,2800000,0,13600000
5,1,0,9000000,23900000,12,658,6100000,0,42400000
5,0,0,8300000,31800000,16,858,8500000,0,62000000
0,1,1,3100000,8500000,8,614,3300000,0,17300000
2,0,1,8500000,25600000,16,714,5700000,0,43400000
2,0,1,1200000,4600000,20,605,600000,0,9700000
4,0,1,2800000,5500000,8,875,3300000,0,16900000
5,0,1,2800000,10900000,6,359,3000000,1,15900000
5,0,1,6500000,24100000,6,441,5200000,1,39000000
4,0,0,8700000,25200000,18,790,8400000,0,52500000
1,1,1,5400000,13600000,4,821,5600000,0,40200000
2,1,0,8600000,33300000,16,375,11200000,1,56300000
3,0,0,4700000,9600000,10,545,5300000,1,24400000
5,1,1,1100000,3900000,4,891,900000,0,4700000
0,0,0,6400000,14000000,8,486,3700000,1,41700000
0,0,0,4300000,9900000,4,696,2100000,0,31500000
5,1,1,2900000,11100000,4,683,3300000,0,15000000
5,1,0,9600000,27100000,8,594,13300000,0,56900000
3,1,1,900000,2500000,20,529,700000,1,4400000
5,1,0,8100000,26300000,4,429,6900000,0,34300000
0,1,1,8800000,25000000,4,400,9400000,1,38900000
0,0,0,8800000,17500000,4,848,5100000,0,65200000
1,1,0,6400000,21500000,6,489,8900000,1,23800000
2,0,0,2900000,6600000,10,326,3400000,1,18200000
5,0,0,1600000,6100000,8,663,1200000,0,11100000
1,1,0,1600000,5100000,18,729,900000,0,10700000
2,0,1,3100000,10700000,4,398,2000000,0,13500000
2,1,1,5600000,16700000,14,856,5200000,0,25300000
3,0,1,8100000,19900000,20,347,5500000,1,67000000
3,1,0,9100000,19300000,12,696,13300000,0,64000000
0,0,1,5500000,17100000,8,353,5200000,1,17700000
1,0,1,9700000,34300000,20,756,14100000,0,61000000
4,0,0,2300000,5400000,16,490,2100000,1,15400000
1,1,1,5600000,18000000,10,531,8400000,1,35300000
2,1,1,4500000,16600000,4,679,5000000,0,25100000
1,0,1,500000,1800000,8,877,600000,0,1400000
0,0,0,4200000,11000000,20,817,6100000,0,20800000
1,1,0,9100000,23300000,18,792,12400000,0,45500000
4,0,1,3200000,12800000,18,664,2100000,0,17300000
4,0,1,6200000,21300000,16,882,4100000,0,28200000
3,1,1,2500000,7700000,10,768,2600000,0,12900000
0,0,0,9100000,27100000,12,787,9500000,0,62000000
3,0,1,500000,900000,12,538,300000,1,2200000
4,1,0,6900000,18000000,8,347,8700000,1,44000000
0,0,1,1800000,5200000,16,317,1300000,1,10400000
0,0,1,4000000,14500000,2,713,4700000,0,23300000
1,1,0,3900000,12300000,10,683,2400000,0,13400000
2,1,1,8000000,28100000,18,765,8200000,0,52200000
5,0,0,900000,3200000,10,803,800000,0,5600000
0,0,1,8200000,29700000,6,405,5700000,1,28600000
5,0,0,2300000,4900000,4,529,2000000,1,19300000
5,0,1,6900000,19400000,6,801,5500000,0,36500000
3,1,0,8800000,30700000,12,707,8000000,0,47900000
1,0,0,2600000,7200000,8,349,3000000,1,16700000
1,0,0,3700000,8700000,20,885,2600000,0,20600000
2,0,1,6200000,23800000,4,489,3300000,0,31700000
3,0,1,1000000,2600000,6,341,1100000,1,8200000
1,1,0,6000000,20000000,12,637,8600000,0,35100000
1,1,1,9100000,31400000,4,304,9600000,0,61000000
1,0,0,1700000,6700000,16,537,1100000,1,10700000
5,1,1,1700000,4600000,12,503,1200000,1,7900000
1,0,0,7100000,14300000,12,720,8400000,0,32400000
5,0,0,9400000,36800000,10,509,6300000,1,50500000
5,1,0,6200000,16400000,6,360,6300000,1,30500000
1,0,0,8300000,31800000,16,818,8500000,0,63000000
1,0,1,8900000,21200000,8,716,7900000,0,38400000
1,0,1,6500000,14800000,12,360,7300000,1,20600000
3,0,1,8100000,26700000,10,895,9900000,0,32000000
2,1,0,4900000,13500000,8,328,3400000,1,36900000
4,0,0,9100000,26600000,2,812,10400000,0,68300000
3,0,1,9000000,33100000,16,456,7100000,1,56800000
4,0,1,1300000,3900000,16,566,1600000,0,4300000
1,1,0,6700000,25000000,20,598,7000000,0,31800000
5,1,0,3200000,9300000,6,656,4200000,0,22900000
0,1,0,7500000,28700000,2,895,7200000,0,27600000
3,0,0,4900000,12800000,14,653,7200000,0,21300000
1,1,1,700000,1800000,16,641,900000,0,4100000
2,0,0,6400000,16500000,8,544,5400000,1,33600000
0,1,1,3900000,14100000,20,811,5300000,0,19800000
4,0,0,9700000,26900000,10,460,9300000,1,46700000
5,0,1,3600000,12500000,12,795,4800000,0,24400000
2,0,1,3400000,10300000,4,745,3900000,0,18900000
0,1,0,9800000,20100000,16,606,8700000,0,44300000
1,1,0,5100000,14200000,6,451,5600000,1,25100000
4,0,1,5900000,11800000,8,479,3900000,1,27900000
5,0,0,1200000,2400000,14,495,1300000,1,7700000
2,1,0,9700000,30200000,14,769,7500000,0,63700000
5,1,1,4700000,11800000,4,639,5500000,0,13700000
5,0,0,4200000,12500000,18,723,6100000,0,14400000
4,0,0,9300000,26100000,16,623,10700000,0,43300000
3,1,1,5300000,20800000,6,487,4200000,1,31600000
0,0,0,7600000,30100000,2,743,9600000,0,57000000
2,0,0,6200000,16900000,12,754,7900000,0,21800000
0,0,0,8900000,21600000,10,552,11900000,0,32900000
4,1,1,7900000,27300000,10,560,10900000,0,66000000
1,0,1,3500000,10800000,14,632,4200000,0,19300000
2,0,0,5300000,16700000,18,339,4100000,1,19900000
2,1,0,1400000,3100000,4,881,1100000,0,9100000
1,1,1,9100000,23600000,20,535,4500000,1,46800000
4,1,0,4400000,17200000,4,563,2900000,0,20500000
5,1,0,2800000,8200000,14,615,2700000,0,17400000
3,1,0,1300000,3300000,8,795,1600000,0,6800000
4,0,0,8400000,28700000,14,878,8600000,0,55600000
5,0,1,5300000,14000000,6,633,6100000,0,29100000
2,0,0,6000000,13900000,4,533,4100000,1,27200000
2,1,1,2100000,6800000,12,795,2400000,0,15200000
0,1,0,4300000,11000000,4,374,4700000,1,23700000
4,1,1,7300000,22900000,12,848,4100000,0,37700000
2,0,0,5200000,16200000,12,890,3900000,0,35900000
3,0,0,4700000,9800000,14,444,3800000,1,24200000
4,0,0,7800000,28500000,4,803,9800000,0,47900000
3,0,1,500000,1900000,18,618,400000,0,1500000
1,1,1,6000000,20300000,14,845,8700000,0,36500000
4,0,0,4800000,10800000,12,833,7100000,0,23400000
3,0,1,8900000,19300000,12,767,7700000,0,38900000
1,0,1,1800000,4000000,16,747,900000,0,5500000
2,0,0,3000000,7000000,4,588,3400000,0,20600000
4,1,0,7700000,24500000,20,582,6500000,0,45500000
1,1,0,8300000,20400000,14,348,4700000,1,47200000
4,1,0,4200000,9400000,4,726,5500000,0,34200000
4,0,1,8000000,31200000,6,482,5700000,1,53500000
2,0,1,9400000,30000000,16,565,9000000,0,33300000
1,0,0,800000,2400000,16,872,900000,0,5500000
0,0,1,500000,1300000,4,825,200000,0,2400000
2,0,1,6100000,22300000,8,694,7200000,0,50000000
3,0,1,8500000,30800000,20,448,7900000,1,47300000
5,0,1,7600000,18000000,12,452,4700000,1,36000000
3,1,0,8700000,17900000,12,897,12500000,0,51500000
4,1,0,9400000,20200000,10,803,4800000,0,60200000
1,1,1,400000,900000,8,828,300000,0,2600000
0,0,0,2700000,7500000,6,832,2500000,0,18900000
1,1,1,2300000,5500000,6,861,1700000,0,7500000
0,0,0,7500000,15900000,2,535,4500000,1,46800000
4,1,1,7100000,19400000,16,363,4000000,1,43100000
1,1,1,8800000,28600000,8,631,7700000,0,49200000
2,1,0,8400000,20700000,6,513,7900000,1,35700000
0,0,1,4700000,16200000,16,317,2500000,1,22500000
1,0,0,6900000,19500000,2,809,9300000,0,39600000
3,1,0,2400000,8200000,10,531,2000000,1,14400000
1,1,1,1600000,4800000,14,544,1200000,1,8600000
0,0,0,3500000,7800000,14,366,4900000,1,23100000
0,1,0,3700000,12700000,14,797,3700000,0,14700000
1,1,0,3200000,12000000,16,597,2200000,0,16400000
2,1,1,7000000,22500000,12,632,4900000,0,37500000
5,1,0,9300000,28300000,12,741,5200000,0,52900000
0,1,0,200000,800000,20,331,100000,1,800000
4,0,0,6900000,16500000,8,426,9000000,1,27400000
3,1,0,9000000,26500000,8,533,6000000,1,57300000
1,1,0,6900000,22700000,16,394,8700000,1,35500000
0,0,0,7500000,25100000,14,877,10700000,0,49300000
5,1,0,9200000,28000000,8,527,6400000,1,50800000
1,0,0,4600000,12700000,8,468,3900000,1,24900000
4,0,1,5000000,19600000,18,611,4600000,0,32200000
2,0,0,4500000,17200000,6,832,6700000,0,22100000
0,0,0,7900000,22700000,18,508,8900000,1,45200000
5,1,0,5100000,13500000,20,840,4500000,0,21400000
4,0,0,3700000,7600000,14,794,4500000,0,28900000
1,1,0,5300000,17800000,12,889,6800000,0,30700000
4,1,0,200000,500000,16,765,100000,0,1300000
3,0,1,9000000,18600000,16,518,10300000,1,64900000
3,1,0,6900000,17100000,4,694,6000000,0,37300000
2,1,0,700000,2300000,8,663,1000000,0,4000000
0,0,0,2500000,8900000,2,662,3000000,0,15800000
0,1,0,4600000,14400000,14,642,4800000,0,29900000
4,0,0,1000000,3900000,10,701,900000,0,7200000
4,1,1,9200000,30100000,6,632,6200000,0,64500000
3,0,1,2200000,4400000,2,861,2300000,0,8400000
4,0,1,9700000,33300000,12,784,6500000,0,68300000
0,0,1,5500000,18200000,4,332,5600000,0,28500000
4,1,1,1300000,3400000,2,763,1400000,0,9100000
1,1,1,7900000,19100000,2,593,7800000,0,59100000
2,1,0,4300000,8800000,6,512,2700000,1,30600000
0,1,0,3800000,13300000,6,655,2600000,0,18200000
3,1,0,8700000,24700000,8,369,4800000,1,35900000
3,0,0,1300000,3100000,14,348,600000,1,6000000
1,1,1,6800000,16800000,10,736,5600000,0,28400000
1,1,0,9100000,24000000,20,353,10900000,1,60400000
0,0,0,3000000,11300000,16,478,2000000,1,17400000
0,1,1,1200000,3000000,4,827,1500000,0,6100000
1,1,1,5000000,16900000,12,517,5400000,1,19200000
5,0,1,9700000,24700000,18,648,6800000,0,40900000
2,1,1,7000000,23800000,10,689,7800000,0,29500000
1,0,0,4100000,9100000,20,550,4800000,0,25900000
0,0,1,5300000,12900000,20,826,5200000,0,34300000
1,1,0,7300000,19200000,14,599,3700000,0,39700000
1,0,0,6500000,18500000,16,815,4000000,0,29700000
4,0,1,600000,1400000,4,761,300000,0,3400000
3,1,1,5200000,15000000,20,432,5100000,1,27500000
4,1,1,2800000,9200000,18,442,1300000,1,19000000
1,0,1,7800000,23300000,6,620,7600000,0,27800000
2,0,0,3000000,6500000,4,476,1500000,1,17600000
4,0,0,9300000,34900000,6,837,8500000,0,49600000
3,1,1,5100000,18000000,6,510,7600000,1,37200000
4,1,1,4300000,16100000,18,849,6400000,0,27500000
3,0,0,1100000,2100000,8,737,900000,0,7400000
2,0,0,6500000,16200000,10,809,8600000,0,31900000
3,1,0,6400000,23000000,8,520,3800000,1,39500000
2,1,0,7400000,22500000,16,834,6000000,0,34700000
4,0,0,8700000,32100000,8,397,4800000,1,60600000
0,1,0,9200000,24700000,14,438,10700000,1,41400000
1,0,1,6200000,19700000,18,820,4700000,0,30200000
1,1,0,1200000,4600000,20,323,1400000,1,6300000
1,1,1,7000000,20300000,14,837,5500000,0,29600000
5,0,1,3800000,10100000,2,571,3300000,0,26600000
0,0,0,4900000,16300000,14,479,2700000,1,26600000
2,0,1,7800000,22100000,6,533,10800000,1,33700000
1,1,1,7400000,17200000,8,899,4900000,0,41900000
1,1,0,7000000,26600000,16,460,4600000,1,51500000
1,1,0,4900000,12500000,2,636,5000000,0,34500000
3,1,0,5800000,20600000,20,434,7000000,1,33700000
5,1,0,2000000,6900000,18,516,1600000,1,14500000
4,0,0,8300000,24600000,2,382,6600000,1,19300000
0,0,1,1000000,2800000,12,616,700000,0,5300000
3,0,0,5500000,11600000,6,745,5400000,0,30200000
5,0,0,1400000,3400000,6,697,1600000,0,7100000
4,0,0,3700000,12300000,6,364,4400000,1,23800000
2,1,1,2100000,6900000,2,566,1000000,0,10300000
4,1,0,6200000,21900000,12,462,8300000,1,28000000
0,1,0,9300000,31900000,2,331,8000000,0,42000000
3,1,1,5100000,10300000,12,839,7500000,0,29500000
0,0,1,7000000,14000000,4,702,7600000,0,33500000
3,0,1,5300000,17900000,2,580,3600000,0,28200000
3,0,0,900000,2800000,10,560,1300000,0,4900000
4,1,1,9400000,25700000,14,845,12200000,0,57900000
4,1,1,2600000,8500000,4,392,2900000,0,14400000
2,0,0,1500000,4900000,16,387,1300000,1,6000000
1,0,1,1800000,6300000,12,749,2700000,0,8200000
3,0,1,7800000,20000000,14,727,8600000,0,29100000
3,0,1,2100000,7400000,14,656,2800000,0,11200000
0,1,1,8300000,17500000,20,643,5100000,0,52500000
2,1,1,4400000,16800000,4,307,5800000,0,29700000
2,1,0,2300000,5000000,16,588,1500000,0,12500000
3,0,1,7700000,22300000,20,895,9100000,0,59400000
0,1,1,9300000,29400000,10,351,6100000,1,66800000
5,1,0,5900000,16400000,12,891,4700000,0,40200000
5,1,1,1900000,4900000,4,442,900000,1,11100000
0,1,0,6900000,19500000,20,686,6200000,0,27400000
4,0,1,2100000,8200000,20,432,1000000,1,12500000
0,1,0,8200000,20900000,14,766,12100000,0,35100000
4,1,0,7700000,17200000,6,561,6800000,0,26400000
5,1,0,7700000,19000000,2,539,4100000,1,47800000
1,0,0,700000,1400000,6,759,700000,0,4100000
5,0,0,7100000,18200000,8,750,5300000,0,49700000
2,0,0,3900000,13600000,10,373,3600000,1,21000000
1,1,1,5200000,20500000,10,407,3800000,1,22700000
4,1,0,5500000,20200000,14,611,7200000,0,34500000
3,0,0,2600000,6300000,10,783,2600000,0,15400000
0,1,1,7300000,24000000,18,651,4500000,0,36300000
3,0,0,8700000,31100000,16,760,4800000,1,21500000
3,0,0,9000000,22700000,16,793,7000000,0,57500000
4,0,0,400000,800000,16,685,600000,0,2100000
2,1,1,3300000,10700000,8,806,4900000,0,17800000
1,1,0,6300000,17800000,12,770,3200000,0,26000000
0,1,0,7000000,23600000,14,663,7200000,0,44200000
2,0,1,2100000,8100000,4,592,2700000,0,12400000
3,1,0,7600000,26300000,18,580,5100000,0,59200000
1,0,0,8200000,17500000,4,609,7700000,0,34200000
3,1,1,9200000,23200000,8,380,6100000,1,47500000
3,0,0,3800000,12100000,20,364,3000000,1,20800000
1,0,0,3200000,8900000,12,866,2400000,0,15700000
4,1,0,9700000,31700000,10,342,12000000,1,37500000
5,0,0,4700000,14400000,16,884,3800000,0,23600000
4,0,1,3800000,12500000,18,859,2700000,0,16700000
4,0,0,400000,1000000,20,692,200000,0,2500000
4,1,1,3200000,6800000,16,675,4000000,0,16700000
5,0,1,3900000,12700000,8,886,5400000,0,24200000
1,0,1,3500000,13100000,10,477,3100000,1,16900000
2,0,0,2200000,8300000,6,596,1800000,0,16200000
4,1,0,6400000,19700000,20,400,6200000,1,28500000
3,0,0,9100000,19900000,2,711,13000000,0,44400000
0,1,1,3300000,8900000,2,418,3700000,1,19500000
3,0,0,7800000,21800000,8,517,9100000,1,32300000
0,1,1,6200000,16200000,6,508,3600000,1,32800000
3,1,1,7000000,26100000,18,689,5900000,0,43400000
0,0,0,9200000,28200000,12,455,5900000,1,60300000
5,1,1,7500000,20800000,6,617,8200000,0,33600000
2,0,0,5300000,13200000,10,500,2900000,1,34900000
5,1,1,6800000,22800000,14,382,5800000,1,40000000
1,1,0,7900000,20800000,18,538,10600000,1,49600000
0,1,1,6200000,14900000,8,855,8200000,0,21300000
1,0,0,1000000,3000000,18,614,700000,0,7200000
2,0,1,7800000,25400000,10,513,9800000,1,46200000
5,0,1,3000000,8800000,14,402,4200000,1,19500000
5,0,1,5700000,15000000,20,819,3400000,0,39400000
4,1,0,6600000,25400000,12,622,7500000,0,32600000
4,0,1,7100000,18200000,4,790,9600000,0,30200000
3,0,1,1300000,4800000,14,808,1500000,0,10200000
2,1,0,5200000,16800000,18,369,6800000,1,31000000
3,0,0,5600000,20300000,4,330,4200000,0,36500000
2,0,0,7100000,16500000,14,857,8200000,0,32900000
2,0,0,5100000,19100000,8,457,7600000,1,34700000
3,1,1,7600000,29300000,8,843,11200000,0,47300000
0,0,1,2500000,5400000,6,463,1800000,1,13600000
3,0,0,6900000,22800000,16,582,4400000,0,43400000
0,0,0,3100000,6500000,2,391,2400000,1,13800000
2,0,1,9700000,35100000,20,612,6500000,0,65100000
0,1,1,5800000,12600000,2,859,4500000,0,39400000
4,1,0,7600000,18600000,18,779,10000000,0,29900000
5,1,0,700000,2800000,2,561,800000,0,3200000
3,0,0,2300000,5600000,18,420,2100000,1,8600000
3,1,0,1600000,3300000,8,609,800000,0,10800000
4,1,0,8100000,19300000,14,821,8300000,0,50800000
1,0,0,7700000,17100000,14,603,7100000,0,53500000
4,0,0,1500000,3400000,10,778,2200000,0,8100000
3,1,0,7400000,23500000,2,460,9200000,0,58700000
4,1,1,8900000,27100000,18,363,12700000,1,42800000
0,0,0,2400000,5300000,16,482,2600000,1,18100000
5,0,0,5600000,20300000,4,772,7600000,0,30200000
4,0,0,5900000,14400000,6,745,3000000,0,36900000
1,0,0,1600000,3300000,2,513,2200000,1,6300000
5,1,0,1100000,4000000,2,362,1100000,0,6600000
2,0,1,6600000,25600000,6,740,9200000,0,31700000
3,0,0,8900000,24400000,10,774,7300000,0,48700000
1,0,1,6400000,16400000,20,555,7400000,0,28600000
4,1,1,8200000,17300000,12,588,4800000,0,31600000
1,0,0,500000,1300000,14,619,500000,0,3600000
0,0,0,9700000,31600000,18,607,7500000,0,64600000
3,1,1,7100000,16700000,4,435,6200000,1,35600000
4,1,1,1400000,3400000,14,835,2100000,0,7300000
1,1,0,7200000,28100000,14,767,4000000,0,47900000
1,0,1,8400000,26200000,14,643,6900000,0,48800000
4,1,0,4300000,13900000,2,894,3300000,0,18800000
0,1,1,8800000,29800000,8,343,12200000,1,58200000
4,1,0,4000000,15100000,8,800,4400000,0,27800000
3,1,1,6900000,17900000,18,494,8700000,1,34300000
4,0,0,9600000,33000000,14,336,4900000,1,44400000
2,1,0,6900000,16500000,16,785,3600000,0,55300000
1,1,1,3600000,13400000,16,732,3300000,0,19200000
2,1,0,1900000,4600000,12,587,1100000,0,9100000
3,1,1,9700000,30800000,18,471,10400000,1,53800000
2,1,0,1200000,4100000,8,497,1300000,1,7100000
1,1,0,400000,1600000,16,784,100000,0,2200000
2,0,0,6600000,21500000,18,471,4800000,1,40600000
2,0,0,1500000,3300000,4,763,700000,0,6900000
4,1,0,3500000,9500000,2,655,3100000,0,25900000
3,1,1,4000000,8600000,4,667,3500000,0,33100000
3,1,0,4100000,14100000,8,367,5300000,1,10600000
4,0,0,5800000,18500000,16,436,6500000,1,24000000
4,0,1,8600000,23300000,12,785,4500000,0,46100000
2,0,0,4500000,11400000,10,388,2900000,1,28900000
2,0,1,9900000,37300000,8,385,14200000,1,28900000
1,1,1,3200000,8100000,10,670,1900000,0,22100000
5,0,1,8900000,19100000,20,329,10000000,1,54200000
5,1,1,2100000,4900000,12,651,1800000,0,10700000
1,0,0,7100000,26000000,16,727,8900000,0,32700000
2,0,1,7800000,28900000,14,646,11000000,0,21300000
3,1,1,8600000,23200000,12,894,4500000,0,65200000
3,0,1,5100000,17000000,10,477,6300000,1,18700000
5,1,0,600000,2000000,20,811,600000,0,2600000
0,0,1,6600000,21200000,18,377,9500000,1,25400000
0,1,1,4700000,17000000,18,802,2700000,0,23000000
2,0,1,7700000,19700000,14,885,8000000,0,56500000
4,0,1,6400000,21900000,6,437,4100000,1,41600000
2,0,0,1100000,2500000,20,615,1300000,0,6800000
2,1,0,8900000,17800000,20,603,13100000,0,49900000
0,1,1,2100000,8300000,20,765,2100000,0,11200000
4,1,1,2300000,5800000,8,469,2400000,1,18200000
3,0,0,8300000,17700000,16,848,5900000,0,30300000
4,0,0,900000,2700000,20,327,1200000,1,3800000
3,1,1,9200000,35000000,4,716,11400000,0,44900000
3,0,0,9800000,28300000,2,715,9200000,0,57900000
0,1,0,200000,600000,12,683,0,0,1000000
2,1,1,3200000,9700000,6,737,2600000,0,20500000
5,1,0,7800000,27000000,6,728,7400000,0,36000000
1,0,0,8300000,30000000,18,350,9400000,1,47400000
1,0,1,2100000,5200000,14,802,2500000,0,7100000
5,1,1,400000,1400000,4,483,100000,0,2600000
3,0,1,7700000,21800000,18,684,5500000,0,16300000
4,0,1,5600000,16500000,20,692,7400000,0,40300000
0,0,0,8400000,31000000,4,783,6900000,0,62900000
3,0,1,1300000,4300000,18,412,1200000,1,6700000
0,1,0,8700000,30200000,10,447,6100000,1,57200000
0,1,0,2700000,8400000,14,610,2800000,0,8900000
5,0,1,800000,1800000,8,881,400000,0,4000000
5,0,1,3800000,10300000,16,606,2700000,0,19500000
5,0,1,700000,2600000,2,869,500000,0,3000000
4,0,1,400000,1400000,2,496,400000,0,1700000
1,0,1,3200000,9300000,6,483,3600000,1,16400000
3,0,0,7500000,22200000,8,741,11000000,0,31100000
